Num,Value
0,0.61
1,0.58
2,0.47
3,0.455
4,0.495
5,0.565
6,0.785
7,1.185
8,1.555
9,1.77
10,1.965
11,1.97
12,2.095
13,2.57
14,2.635
15,3.13
16,3.095
17,3.045
18,2.6
19,2.775
20,2.82
21,2.865
22,2.74
23,2.265
24,2.025
25,1.99
26,1.855
27,1.84
28,1.9
29,1.925
30,2.235
31,2.56
32,2.815
33,3.265
34,3.41
35,3.41
36,3.635
37,3.855
38,4.33
39,4.53
40,4.56
41,4.44
42,4.215
43,3.985
44,4.215
45,4.105
46,4.2
47,3.995
48,3.37
49,3.475
50,3.29
51,3.315
52,3.37
53,3.415
54,3.61
55,4.13
56,4.415
57,4.53
58,4.81
59,4.92
60,5.03
61,5.295
62,5.805
63,6.125
64,6.205
65,5.335
66,5.64
67,5.665
68,5.73
69,5.76
70,5.595
71,5.32
72,5.035
73,4.975
74,4.78
75,4.77
76,4.835
77,4.865
78,5.13
79,5.615
80,5.99
81,6.095
82,6.345
83,6.49
84,6.645
85,7.09
86,7.29
87,7.405
88,7.52
89,7.255
90,7.07
91,6.975
92,6.985
93,7.05
94,6.95
95,6.405
96,6.275
97,6.205
98,6.205
99,6.17
100,6.155
101,6.325
102,6.705
103,7.64
104,7.745
105,7.595
106,8.12
107,8.27
108,8.02
109,8.32
110,8.545
111,8.92
112,9.065
113,9.4
114,9.14
115,8.68
116,8.39
117,8.66
118,8.46
119,7.835
120,7.92
121,7.745
122,7.64
123,7.605
124,7.68
125,7.705
126,8.14
127,9.01
128,9.275
129,9.485
130,9.635
131,9.495
132,9.67
133,9.815
134,10.31
135,10.48
136,10.68
137,10.815
138,10.77
139,10.035
140,10.015
141,10.295
142,10.185
143,9.51
144,9.39
145,9.35
146,9.16
147,9.09
148,9.15
149,9.175
150,9.44
151,10.46
152,10.74
153,10.87
154,10.865
155,11.055
156,11.115
157,11.325
158,11.55
159,11.75
160,11.95
161,12.3
162,12.28
163,11.67
164,11.56
165,11.51
166,11.415
167,10.995
168,10.845
169,10.91
170,10.72
171,10.67
172,10.655
173,10.64
174,10.78
175,11.125
176,11.665
177,11.835
178,12.11
179,12.14
180,12.475
181,12.71
182,13.12
183,13.29
184,13.615
185,13.505
186,13.025
187,13.02
188,13.28
189,13.205
190,12.8
191,12.14
192,12.095
193,12.09
194,11.96
195,11.92
196,11.96
197,12.06
198,12.59
199,13.325
200,13.43
201,13.755
202,13.865
203,13.78
204,13.945
205,14.04
206,14.62
207,14.645
208,14.65
209,15.135
210,15.045
211,14.375
212,14.165
213,14.5
214,14.16
215,13.78
216,13.64
217,13.495
218,13.48
219,13.48
220,13.445
221,13.445
222,13.855
223,14.71
224,15.0
225,15.18
226,15.085
227,15.28
228,15.29
229,15.655
230,15.885
231,16.105
232,16.47
233,16.64
234,16.465
235,15.935
236,15.935
237,16.025
238,15.775
239,15.185
240,15.05
241,14.965
242,14.925
243,14.9
244,14.95
245,14.96
246,15.43
247,16.3
248,16.285
249,16.655
250,16.555
251,16.645
252,16.79
253,17.095
254,17.49
255,17.675
256,17.795
257,18.125
258,17.925
259,17.19
260,17.275
261,17.55
262,17.04
263,16.56
264,16.505
265,16.46
266,16.28
267,16.29
268,16.275
269,16.345
270,16.87
271,17.665
272,17.855
273,18.015
274,18.075
275,17.99
276,18.15
277,18.38
278,18.815
279,18.755
280,19.19
281,19.315
282,19.175
283,18.645
284,18.895
285,18.935
286,18.645
287,17.985
288,17.875
289,17.93
290,17.83
291,17.835
292,17.835
293,17.815
294,18.155
295,19.035
296,19.115
297,19.34
298,19.37
299,19.58
300,19.69
301,19.91
302,20.145
303,20.48
304,20.54
305,20.56
306,20.27
307,20.245
308,20.395
309,20.51
310,20.435
311,19.86
312,19.685
313,19.435
314,19.285
315,19.295
316,19.285
317,19.24
318,19.59
319,20.125
320,20.51
321,20.68
322,20.75
323,20.8
324,21.075
325,21.21
326,21.69
327,21.62
328,21.98
329,21.955
330,21.455
331,21.505
332,21.9
333,21.885
334,22.015
335,21.16
336,20.965
337,20.795
338,20.8
339,20.68
340,20.675
341,20.69
342,20.91
343,21.37
344,21.97
345,21.92
346,22.105
347,22.56
348,22.67
349,22.81
350,23.25
351,23.315
352,23.465
353,23.185
354,23.1
355,23.06
356,23.26
357,23.395
358,22.94
359,22.29
360,22.31
361,22.09
362,22.045
363,22.085
364,22.07
365,22.13
366,22.58
367,23.49
368,23.505
369,23.835
370,23.73
371,23.89
372,24.075
373,24.145
374,24.28
375,24.615
376,24.69
377,24.9
378,25.055
379,24.46
380,24.37
381,24.375
382,24.305
383,23.77
384,23.685
385,23.595
386,23.49
387,23.51
388,23.56
389,23.58
390,23.965
391,24.84
392,25.035
393,25.41
394,25.25
395,25.26
396,25.325
397,25.34
398,25.96
399,25.91
400,26.475
401,26.395
402,26.57
403,26.04
404,25.97
405,26.08
406,25.765
407,25.21
408,25.155
409,25.13
410,24.985
411,24.925
412,25.01
413,24.995
414,25.45
415,26.155
416,26.39
417,26.65
418,26.725
419,26.8
420,26.855
421,27.09
422,27.18
423,27.475
424,27.7
