Num,Value
0,0.8
1,0.665
2,0.54
3,0.515
4,0.555
5,0.635
6,0.97
7,1.62
8,2.315
9,2.995
10,3.095
11,3.065
12,3.32
13,2.89
14,3.395
15,3.41
16,3.61
17,3.42
18,2.995
19,3.195
20,3.37
21,3.355
22,2.94
23,2.395
24,2.185
25,2.09
26,2.02
27,2.005
28,2.025
29,2.065
30,2.495
31,3.265
32,3.665
33,4.16
34,4.03
35,4.305
36,4.49
37,4.615
38,4.755
39,4.645
40,4.845
41,4.82
42,4.5
43,4.665
44,5.0
45,5.02
46,4.385
47,3.89
48,3.605
49,3.57
50,3.445
51,3.415
52,3.48
53,3.57
54,3.89
55,4.485
56,4.94
57,5.315
58,5.76
59,5.72
60,5.93
61,6.065
62,6.3
63,6.0
64,6.495
65,6.235
66,5.73
67,6.04
68,6.41
69,6.595
70,5.825
71,5.645
72,5.26
73,5.225
74,4.905
75,4.875
76,4.935
77,5.11
78,5.315
79,5.95
80,6.47
81,6.94
82,7.21
83,7.24
84,7.38
85,7.45
86,7.805
87,7.53
88,7.15
89,7.205
90,7.29
91,7.37
92,7.335
93,7.395
94,7.255
95,6.76
96,6.71
97,6.355
98,6.34
99,6.3
100,6.26
101,6.46
102,7.325
103,8.51
104,8.335
105,8.475
106,7.83
107,7.09
108,8.63
109,8.94
110,8.86
111,9.055
112,9.055
113,9.24
114,7.82
115,8.24
116,8.805
117,9.06
118,8.71
119,8.285
120,8.095
121,7.815
122,7.825
123,7.745
124,7.72
125,7.835
126,8.615
127,9.96
128,10.075
129,10.075
130,9.76
131,10.165
132,10.13
133,10.785
134,10.95
135,10.8
136,10.755
137,10.79
138,10.655
139,10.43
140,10.595
141,10.88
142,10.585
143,9.845
144,9.78
145,9.485
146,9.295
147,9.16
148,9.165
149,9.215
150,9.915
151,11.365
152,11.61
153,11.455
154,11.53
155,11.805
156,11.85
157,12.21
158,12.385
159,12.005
160,12.18
161,12.505
162,11.99
163,11.5
164,12.305
165,11.76
166,11.95
167,11.52
168,11.49
169,11.28
170,10.975
171,10.865
172,10.685
173,10.71
174,11.17
175,11.635
176,12.35
177,12.99
178,12.99
179,13.185
180,12.95
181,13.36
182,13.635
183,13.08
184,13.475
185,13.455
186,13.425
187,13.29
188,13.53
189,13.655
190,13.125
191,12.68
192,12.515
193,12.225
194,12.135
195,12.05
196,12.02
197,12.21
198,13.19
199,14.495
200,14.175
201,14.29
202,14.52
203,14.57
204,14.305
205,15.13
206,15.225
207,15.105
208,14.78
209,15.205
210,14.95
211,14.885
212,14.875
213,15.07
214,14.49
215,14.04
216,13.85
217,13.71
218,13.52
219,13.47
220,13.515
221,13.635
222,14.66
223,15.84
224,15.74
225,16.02
226,16.095
227,16.2
228,16.055
229,16.52
230,16.595
231,16.68
232,16.415
233,16.58
234,16.59
235,15.85
236,16.405
237,16.48
238,16.37
239,15.435
240,15.46
241,15.23
242,15.035
243,14.965
244,14.935
245,15.04
246,16.015
247,17.25
248,17.35
249,17.53
250,17.435
251,17.23
252,17.525
253,17.775
254,17.975
255,17.82
256,18.07
257,18.045
258,17.715
259,17.72
260,17.92
261,18.045
262,17.71
263,17.015
264,16.84
265,16.74
266,16.405
267,16.345
268,16.36
269,16.495
270,17.435
271,18.595
272,18.695
273,18.835
274,18.71
275,18.81
276,18.74
277,19.03
278,19.185
279,19.145
280,19.11
281,19.585
282,19.435
283,19.315
284,19.415
285,19.755
286,19.205
287,18.555
288,18.4
289,18.245
290,17.97
291,17.8
292,17.785
293,17.95
294,18.765
295,19.915
296,19.97
297,20.005
298,20.1
299,20.355
300,20.245
301,20.48
302,20.635
303,20.595
304,20.245
305,20.67
306,20.495
307,20.135
308,20.68
309,21.08
310,20.92
311,20.43
312,20.25
313,19.89
314,19.51
315,19.455
316,19.325
317,19.435
318,19.87
319,20.79
320,21.465
321,21.805
322,21.345
323,21.85
324,21.805
325,21.895
326,22.265
327,21.925
328,21.965
329,22.12
330,21.73
331,22.18
332,22.2
333,22.56
334,22.205
335,21.685
336,21.44
337,21.17
338,20.92
339,20.83
340,20.79
341,20.775
342,21.185
343,21.75
344,22.485
345,23.1
346,23.185
347,23.015
348,23.175
349,23.42
350,23.505
351,23.33
352,23.34
353,23.46
354,23.195
355,23.51
356,23.59
357,23.885
358,23.38
359,22.795
360,22.57
361,22.33
362,22.15
363,22.075
364,22.125
365,22.36
366,23.35
367,24.525
368,24.465
369,24.36
370,24.37
371,24.775
372,24.675
373,24.765
374,24.59
375,24.91
376,24.81
377,25.185
378,24.805
379,24.895
380,25.005
381,25.16
382,24.735
383,24.34
384,24.12
385,23.885
386,23.65
387,23.64
388,23.595
389,23.695
390,24.62
391,25.62
392,25.825
393,25.805
394,25.845
395,25.985
396,25.86
397,25.935
398,26.305
399,26.335
400,26.29
401,26.475
402,26.325
403,26.29
404,26.455
405,26.59
406,26.305
407,25.675
408,25.575
409,25.33
410,25.1
411,24.995
412,24.99
413,25.155
414,26.02
415,26.92
416,27.22
417,27.595
418,27.155
419,27.29
420,27.3
421,27.885
422,27.595
423,27.7
424,27.84
425,27.88
426,27.775
427,27.875
428,27.955
429,28.36
430,27.52
431,27.185
432,27.03
433,26.755
434,26.525
435,26.42
436,26.405
437,26.565
438,27.315
439,28.725
440,28.615
441,28.755
442,28.93
443,28.56
444,28.785
445,29.17
446,29.395
447,29.15
448,26.955
449,26.975
450,27.035
451,27.095
452,27.155
453,27.215
454,27.275
455,27.335
456,28.07
457,27.455
458,27.515
459,27.575
460,27.635
461,27.695
462,27.755
463,27.815
464,27.875
465,27.935
466,27.995
467,28.055
468,28.115
469,28.175
470,28.235
471,28.295
472,28.355
473,28.415
474,28.475
475,28.535
476,28.595
477,28.655
478,28.715
479,28.775
480,30.0
481,30.075
482,29.635
483,29.575
484,29.48
485,29.44
486,30.075
487,31.015
488,31.62
489,31.835
490,32.05
491,32.09
492,31.88
493,31.985
494,32.09
495,32.05
496,32.11
497,32.045
498,31.94
499,32.2
500,32.44
501,32.635
502,32.555
503,32.23
504,31.67
505,31.26
506,31.01
507,30.94
508,30.875
509,30.935
510,31.27
511,32.07
512,32.915
513,33.16
514,33.235
515,32.84
516,33.32
517,33.62
518,33.42
519,33.49
520,33.49
521,33.375
522,33.185
523,33.525
524,33.63
525,33.78
526,33.315
527,32.9
528,32.4
529,32.34
530,32.23
531,32.205
532,32.13
533,32.39
534,33.27
535,34.61
536,34.32
537,34.345
538,34.405
539,34.32
540,34.505
541,34.965
542,35.055
543,35.105
544,34.795
545,35.2
546,34.665
547,34.86
548,35.32
549,35.205
550,34.775
551,34.14
552,34.19
553,33.85
554,33.755
555,33.62
556,33.61
557,33.825
558,34.53
559,35.915
560,35.745
561,35.955
562,36.0
563,35.82
564,35.94
565,36.46
566,36.565
567,36.46
568,36.215
569,36.715
570,36.39
571,36.48
572,36.63
573,36.665
574,36.395
575,35.745
576,35.495
577,35.43
578,35.135
579,35.095
580,35.085
581,35.17
582,35.955
583,37.265
584,37.245
585,37.775
586,37.485
587,37.4
588,37.415
589,37.825
590,37.955
591,37.885
592,37.665
593,37.915
594,37.88
595,37.815
596,38.025
597,38.475
598,38.055
599,37.185
600,37.245
601,36.845
602,36.585
603,36.565
604,36.565
605,36.57
606,37.425
607,38.91
608,38.28
609,38.52
610,38.64
611,38.675
612,38.735
613,39.14
614,38.86
615,39.255
616,38.835
617,38.95
618,39.065
619,39.065
620,39.37
621,39.77
622,39.315
623,38.695
624,38.44
625,38.245
626,38.015
627,37.895
628,37.935
629,38.09
630,38.93
631,40.11
632,39.89
633,40.325
634,40.12
635,40.335
636,40.595
637,40.68
638,40.915
639,40.555
640,40.5
641,40.795
642,40.46
643,40.605
644,40.885
645,41.155
646,41.025
647,41.3
648,40.485
649,39.93
650,39.23
651,39.58
652,39.51
653,39.52
654,39.865
655,40.78
656,41.49
657,41.625
658,41.8
659,41.94
660,41.955
661,42.085
662,42.01
663,41.815
664,42.3
665,41.99
666,42.08
667,42.275
668,42.22
669,42.885
670,42.605
671,42.04
672,41.69
673,41.43
674,41.255
675,41.145
676,41.01
677,41.065
678,41.44
679,42.08
680,42.505
681,42.86
682,42.98
683,42.845
684,43.14
685,43.2
686,43.43
687,43.325
688,43.41
689,43.37
690,43.3
691,43.445
692,43.645
693,43.575
694,43.125
695,42.565
696,42.54
697,42.505
698,42.265
699,42.205
700,42.195
701,42.415
702,43.145
703,44.25
704,44.23
705,44.295
706,44.285
707,44.275
708,44.22
709,44.76
710,44.675
711,44.885
712,44.72
713,44.85
714,44.645
715,44.63
716,44.815
717,45.14
718,44.685
719,44.255
720,44.1
721,43.575
722,43.7
723,43.7
724,43.685
725,43.82
726,44.43
727,45.53
728,45.595
729,45.715
730,45.735
731,46.045
732,45.97
733,46.39
734,46.275
735,46.235
736,46.04
737,46.525
738,46.015
739,46.275
740,46.37
741,46.555
742,46.27
743,45.755
744,45.48
745,45.45
746,45.2
747,45.105
748,45.235
749,45.24
750,45.975
751,46.865
752,46.82
753,47.245
754,47.15
755,46.985
756,47.2
757,47.39
758,47.625
759,47.605
760,47.35
761,47.635
762,47.61
763,47.635
764,47.695
765,47.855
766,47.57
767,47.15
768,46.92
769,46.935
770,46.64
771,46.57
772,46.555
773,46.68
774,47.365
775,48.43
776,48.28
777,48.38
778,48.52
779,47.92
780,48.49
781,48.9
782,48.955
783,49.05
784,48.9
785,49.13
786,49.16
787,48.94
788,49.285
789,49.625
790,49.2
791,48.715
792,48.36
793,48.285
794,48.175
795,48.045
796,48.0
797,48.14
798,48.785
799,49.905
800,50.125
801,50.15
802,49.995
803,49.96
804,50.01
805,50.65
806,50.335
807,50.325
808,50.305
809,50.425
810,50.06
811,50.265
812,50.655
813,50.96
814,50.85
815,50.445
816,50.2
817,50.05
818,49.78
819,49.69
820,49.505
821,49.65
822,49.94
823,50.68
824,51.335
825,51.745
826,51.535
827,51.66
828,51.605
829,51.545
830,51.565
831,51.74
832,51.845
833,51.79
834,51.705
835,51.9
836,52.205
837,52.64
838,52.01
839,51.615
840,51.53
841,51.235
842,51.095
843,50.91
844,50.94
845,51.08
846,51.135
847,51.675
848,52.265
849,52.67
850,52.95
851,53.005
852,53.285
853,53.37
854,52.71
855,52.78
856,52.99
857,52.755
858,52.67
859,53.015
860,53.84
861,53.83
862,53.62
863,52.735
864,52.555
865,52.415
866,52.27
867,52.305
868,52.32
869,52.435
870,53.175
871,54.33
872,54.485
873,54.22
874,54.26
875,54.18
876,54.445
877,54.695
878,54.805
879,54.75
880,54.89
881,55.005
882,54.745
883,54.895
884,54.965
885,55.03
886,54.835
887,54.275
888,54.085
889,53.945
890,53.855
891,53.82
892,53.735
893,53.83
894,54.49
895,55.575
896,55.755
897,55.72
898,55.775
899,55.835
900,55.73
901,55.6
902,55.81
903,55.875
904,55.635
905,55.56
906,55.705
907,55.28
908,55.885
909,56.51
910,55.91
911,55.46
912,55.495
913,55.295
914,55.16
915,55.135
916,55.23
917,55.305
918,55.795
919,56.54
920,56.395
921,56.56
922,55.355
923,55.415
924,55.475
925,55.685
926,56.335
927,55.72
928,56.235
929,55.895
930,55.835
931,55.895
932,55.955
933,56.015
934,56.075
935,56.135
936,56.195
937,56.255
938,56.315
939,56.375
940,56.435
941,56.495
942,56.555
943,56.615
944,56.675
945,57.835
946,57.095
947,57.405
948,57.985
949,57.49
950,57.625
951,58.285
952,58.135
953,57.645
954,57.915
955,58.285
956,57.575
957,58.615
958,58.765
959,58.46
960,58.085
961,57.955
962,58.17
963,57.91
964,57.9
965,58.055
966,58.49
967,58.89
968,59.385
969,59.385
970,59.72
971,59.725
972,59.455
973,60.025
974,59.64
975,59.535
976,59.23
977,59.595
978,59.03
979,59.295
980,60.04
981,60.205
982,59.875
983,59.785
984,59.73
985,59.285
986,59.75
987,59.495
988,59.405
989,59.57
990,59.73
991,60.225
992,60.855
993,61.5
994,61.845
995,61.605
996,61.745
997,61.96
998,62.06
999,62.12
1000,62.0
1001,61.745
1002,61.56
1003,61.93
1004,62.26
1005,62.39
1006,62.275
1007,61.83
1008,61.56
1009,61.35
1010,61.28
1011,61.085
1012,61.055
1013,61.09
1014,61.415
1015,61.81
1016,62.365
1017,63.01
1018,62.65
1019,61.805
1020,62.0
1021,62.86
1022,62.9
1023,62.625
1024,63.16
1025,63.0
1026,62.92
1027,62.975
1028,61.94
1029,63.235
1030,63.16
1031,62.495
1032,62.46
1033,62.26
1034,62.19
1035,62.15
1036,62.295
1037,62.395
1038,62.83
1039,62.52
1040,63.72
1041,63.285
1042,63.185
1043,63.245
1044,63.705
1045,63.91
1046,63.81
1047,64.59
1048,63.755
1049,64.015
1050,63.325
1051,64.015
1052,64.23
1053,64.585
1054,64.085
1055,63.98
1056,63.88
1057,63.535
1058,63.715
1059,63.7
1060,63.74
1061,63.87
1062,64.49
1063,65.47
1064,64.65
1065,65.015
1066,64.485
1067,64.49
1068,64.855
1069,64.365
1070,65.605
