Num,Value
0,0.22
1,0.225
2,0.265
3,0.29
4,0.32
5,0.41
6,0.6
7,0.455
8,0.515
9,0.585
10,0.635
11,0.695
12,0.755
13,0.815
14,0.875
15,0.935
16,0.995
17,1.055
18,1.24
19,1.655
20,1.64
21,1.73
22,1.735
23,1.67
24,1.715
25,1.66
26,1.675
27,1.73
28,1.76
29,1.855
30,2.025
31,1.9
32,1.96
33,2.015
34,2.09
35,2.135
36,2.195
37,2.255
38,2.315
39,2.375
40,2.435
41,2.495
42,2.555
43,2.615
44,2.675
45,2.735
46,2.795
47,2.855
48,2.915
49,2.975
50,3.035
51,3.095
52,3.155
53,3.215
54,3.275
55,3.335
56,3.395
57,3.455
58,3.515
59,3.575
60,3.635
61,3.7
62,3.76
63,3.825
64,3.88
65,3.935
66,4.115
67,4.435
68,4.535
69,4.535
70,4.525
71,4.62
72,4.575
73,4.66
74,4.595
75,4.645
76,4.635
77,4.74
78,4.95
79,4.775
80,4.84
81,4.895
82,4.955
83,5.02
84,5.08
85,5.135
86,5.195
87,5.255
88,5.315
89,5.375
90,5.465
91,5.84
92,6.02
93,5.97
94,5.94
95,5.95
96,6.06
97,5.99
98,5.985
99,6.06
100,6.075
101,6.155
102,6.345
103,6.225
104,6.275
105,6.335
106,6.4
107,6.455
108,6.515
109,6.575
110,6.635
111,6.695
112,6.76
113,6.815
114,6.875
115,7.24
116,7.4
117,7.38
118,7.425
119,7.375
120,7.465
121,7.42
122,7.4
123,7.465
124,7.51
125,7.61
126,7.795
127,7.66
128,7.715
129,7.775
130,7.835
131,7.9
132,7.955
133,8.015
134,8.085
135,8.135
136,8.2
137,8.265
138,8.445
139,8.74
140,8.875
141,8.915
142,8.865
143,8.975
144,8.85
145,8.9
146,8.91
147,8.9
148,8.955
149,9.045
150,9.165
151,9.095
152,9.155
153,9.22
154,9.275
155,9.335
156,9.4
157,9.455
158,9.52
159,9.575
160,9.635
161,9.7
162,9.775
163,10.2
164,10.32
165,10.435
166,10.55
167,10.395
168,10.48
169,10.455
170,10.325
171,10.36
172,10.415
173,10.49
174,10.66
175,10.585
176,10.595
177,10.655
178,10.715
179,10.775
180,10.835
181,10.895
182,10.955
183,11.015
184,11.075
185,11.135
186,11.29
187,11.695
188,11.735
189,11.835
190,11.86
191,11.795
192,11.77
193,11.765
194,11.75
195,11.76
196,11.815
197,11.92
198,12.235
199,11.98
200,12.04
201,12.1
202,12.16
203,12.225
204,12.275
205,12.335
206,12.405
207,12.455
208,12.52
209,12.585
210,12.75
211,13.08
212,13.245
213,13.28
214,13.235
215,13.255
216,13.25
217,13.235
218,13.17
219,13.195
220,13.255
221,13.345
222,13.62
223,13.415
224,13.475
225,13.54
226,13.595
227,13.66
228,13.72
229,13.775
230,13.84
231,13.9
232,13.965
233,14.02
234,14.075
235,14.435
236,14.75
237,14.72
238,14.73
239,14.765
240,14.605
241,14.66
242,14.615
243,14.655
244,14.705
245,14.825
246,15.035
247,14.855
248,14.92
249,14.975
250,15.045
251,15.095
252,15.155
253,15.215
254,15.285
255,15.335
256,15.4
257,15.455
258,15.63
259,16.01
260,16.105
261,16.205
262,16.115
263,16.16
264,16.035
265,16.1
266,16.065
267,16.075
268,16.15
269,16.255
270,16.44
271,16.3
272,16.355
273,16.445
274,16.865
275,16.93
276,17.08
277,17.175
278,17.14
279,17.3
280,17.21
281,17.11
282,17.165
283,17.59
284,17.75
285,17.885
286,17.725
287,17.605
288,17.64
289,17.545
290,17.49
291,17.56
292,17.61
293,17.75
