Num,Value
0,0.28
1,0.245
2,0.245
3,0.32
4,0.37
5,0.505
6,0.92
7,1.595
8,2.13
9,3.19
10,3.425
11,2.05
12,2.08
13,2.065
14,2.32
15,2.455
16,2.8
17,3.205
18,2.395
19,2.275
20,2.135
21,2.055
22,1.94
23,1.745
24,1.71
25,1.67
26,1.68
27,1.72
28,1.775
29,1.96
30,2.36
31,3.01
32,3.22
33,3.805
34,4.4
35,4.47
36,4.34
37,4.43
38,4.65
39,4.36
40,4.255
41,5.095
42,4.4
43,4.04
44,3.845
45,3.72
46,3.53
47,3.25
48,3.135
49,3.08
50,3.115
51,3.14
52,3.215
53,3.37
54,3.875
55,4.485
56,4.925
57,5.105
58,5.085
59,5.075
60,5.38
61,5.46
62,5.665
63,5.895
64,6.215
65,7.115
66,6.32
67,5.68
68,5.45
69,5.285
70,5.06
71,4.885
72,4.615
73,4.565
74,4.59
75,4.585
76,4.66
77,4.79
78,5.31
79,5.995
80,6.34
81,6.52
82,7.305
83,7.7
84,7.395
85,7.34
86,7.47
87,8.085
88,8.43
89,9.8
90,8.41
91,7.25
92,6.97
93,6.77
94,6.475
95,6.21
96,6.01
97,6.035
98,6.015
99,6.025
100,6.09
101,6.285
102,6.905
103,8.635
104,8.55
105,8.62
106,8.235
107,8.125
108,8.12
109,8.14
110,8.35
111,8.6
112,9.28
113,12.82
114,12.72
115,10.105
116,9.42
117,9.175
118,8.525
119,7.705
120,7.605
121,7.435
122,7.41
123,7.48
124,7.52
125,7.71
126,8.3
127,9.985
128,10.13
129,10.25
130,9.66
131,9.57
132,9.645
133,9.72
134,9.75
135,10.245
136,10.85
137,14.115
138,14.085
139,11.6
140,11.06
141,10.9
142,9.89
143,9.36
144,9.06
145,8.955
146,8.88
147,8.945
148,8.965
149,9.15
150,9.815
151,11.24
152,11.48
153,11.7
154,11.25
155,11.125
156,11.11
157,11.22
158,11.425
159,11.735
160,12.54
161,16.25
162,16.765
163,13.33
164,12.18
165,11.86
166,11.29
167,10.705
168,10.54
169,10.405
170,10.37
171,10.39
172,10.435
173,10.645
174,10.995
175,11.545
176,12.11
177,12.655
178,12.77
179,12.92
180,12.72
181,12.965
182,13.125
183,13.25
184,13.78
185,14.525
186,13.365
187,12.79
188,12.86
189,12.715
190,12.265
191,11.9
192,11.82
193,11.75
194,11.745
195,11.795
196,11.88
197,12.03
198,12.78
199,14.325
200,14.28
201,14.535
202,13.855
203,14.135
204,14.0
205,14.0
206,14.07
207,14.505
208,15.0
209,18.995
210,18.595
211,15.905
212,15.55
213,15.52
214,14.265
215,13.59
216,13.3
217,13.26
218,13.215
219,13.245
220,13.32
221,13.44
222,14.14
223,15.765
224,15.955
225,15.755
226,15.33
227,15.5
228,15.31
229,15.49
230,15.49
231,15.735
232,16.455
233,20.24
234,20.12
235,17.465
236,17.065
237,17.15
238,15.665
239,15.12
240,14.69
241,14.625
242,14.68
243,14.68
244,14.77
245,14.945
246,15.57
247,17.155
248,17.475
249,17.425
250,16.87
251,16.84
252,17.085
253,16.99
254,17.165
255,17.325
256,17.95
257,21.56
258,21.495
259,18.735
260,18.46
261,18.385
262,17.235
263,16.545
264,16.235
