Num,Value
0,0.04
1,0.095
2,0.155
3,0.215
4,0.275
5,0.345
6,0.395
7,0.455
8,0.52
9,0.58
10,0.65
11,0.7
12,0.755
13,0.815
14,0.875
15,0.935
16,0.995
17,1.055
18,1.115
19,1.175
20,1.235
21,1.295
22,1.355
23,1.415
24,1.475
25,1.535
26,1.595
27,1.655
28,1.72
29,1.775
30,1.835
31,1.895
32,1.96
33,2.015
34,2.08
35,2.145
36,2.195
37,2.255
38,2.315
39,2.375
40,2.465
41,2.495
42,2.555
43,2.615
44,2.675
45,2.735
46,2.795
47,2.855
48,2.915
49,2.975
50,3.035
51,3.095
52,3.155
53,3.22
54,3.28
55,3.335
56,3.4
57,3.465
58,3.515
59,3.59
60,3.635
61,3.695
62,3.755
63,3.82
64,3.88
65,3.935
66,3.995
67,4.055
68,4.115
69,4.175
70,4.235
71,4.295
72,4.355
73,4.415
74,4.475
75,4.535
76,4.595
77,4.66
78,4.715
79,4.775
80,4.835
81,4.9
82,4.955
83,5.03
84,5.075
85,5.135
86,5.195
87,5.275
88,5.32
89,5.375
90,5.435
91,5.495
92,5.555
93,5.615
94,5.675
95,5.735
96,5.795
97,5.855
98,5.915
99,5.975
100,6.035
101,6.095
102,6.155
103,6.225
104,6.275
105,6.335
106,6.4
107,6.465
108,6.515
109,6.575
110,6.635
111,6.695
112,6.76
113,6.815
114,6.875
115,6.935
116,6.995
117,7.055
118,7.115
119,7.175
120,7.235
121,7.295
122,7.355
123,7.415
124,7.475
125,7.545
126,7.595
127,7.67
128,7.73
129,7.785
130,7.84
131,7.915
132,7.96
133,8.03
134,8.08
135,8.155
136,8.2
137,8.255
138,8.32
139,8.38
140,8.435
141,8.5
142,8.56
143,8.615
144,8.675
145,8.735
146,8.795
147,8.855
148,8.915
149,8.98
150,9.04
151,9.105
152,9.16
153,9.22
154,9.28
155,9.35
156,9.41
157,9.465
158,9.53
159,9.585
160,9.645
161,9.695
162,9.755
163,9.815
164,9.875
165,9.935
166,9.995
167,10.055
168,10.115
169,10.175
170,10.235
171,10.295
172,10.355
173,10.425
174,10.48
175,10.535
176,10.595
177,10.66
178,10.715
179,10.78
180,10.84
181,10.895
182,10.955
183,11.015
184,11.075
185,11.14
186,11.195
187,11.255
188,11.315
189,11.38
190,11.435
191,11.495
192,11.555
193,11.615
194,11.675
195,11.735
196,11.8
197,11.86
198,11.92
199,11.985
200,12.035
201,12.095
202,12.16
203,12.215
204,12.28
205,12.34
206,12.395
