Num,Value
0,0.565
1,0.52
2,0.45
3,0.54
4,0.54
5,0.785
6,0.85
7,1.535
8,1.95
9,2.085
10,2.2
11,2.325
12,2.1
13,2.525
14,2.68
15,2.785
16,3.035
17,2.95
18,2.47
19,2.42
20,2.585
21,2.44
22,2.275
23,2.245
24,1.885
25,1.945
26,1.915
27,1.94
28,2.085
29,2.13
30,2.18
31,2.915
32,3.405
33,3.24
34,3.675
35,3.475
36,3.485
37,3.66
38,3.85
39,4.16
40,4.26
41,4.34
42,3.925
43,3.895
44,4.105
45,4.05
46,3.83
47,3.525
48,3.485
49,3.37
50,3.41
51,3.44
52,3.45
53,3.57
54,3.715
55,4.33
56,4.94
57,5.33
58,5.485
59,5.53
60,5.28
61,5.695
62,5.775
63,5.75
64,6.195
65,5.695
66,5.72
67,5.495
68,5.67
69,5.68
70,5.185
71,5.05
72,4.96
73,4.85
74,4.875
75,4.91
76,4.95
77,5.055
78,5.275
79,6.03
80,6.765
81,6.845
82,6.955
83,6.795
84,7.01
85,7.035
86,7.32
87,7.28
88,7.37
89,7.245
90,7.03
91,6.945
92,7.13
93,6.84
94,6.635
95,6.415
96,6.34
97,6.31
98,6.245
99,6.35
100,6.335
101,6.445
102,7.42
103,10.25
104,11.96
105,9.935
106,9.005
107,8.56
108,8.53
109,8.97
110,9.265
111,9.455
112,9.11
113,8.735
114,8.3
115,8.68
116,8.295
117,8.29
118,8.015
119,7.835
120,7.81
121,7.705
122,7.585
123,7.745
124,7.8
125,7.89
126,8.8
127,11.595
128,13.175
129,11.31
130,10.785
131,10.46
132,10.205
133,10.485
134,10.855
135,10.795
136,10.835
137,10.53
138,10.275
139,9.995
140,10.135
141,9.945
142,9.77
143,9.25
144,9.16
145,9.13
146,9.12
147,9.125
148,9.22
149,9.34
150,9.97
151,12.705
152,15.1
153,11.995
154,12.51
155,11.905
156,11.525
157,11.545
158,12.78
159,12.425
160,12.205
161,12.085
162,11.585
163,11.705
164,11.775
165,11.52
166,11.18
167,10.985
168,10.9
169,10.695
170,10.63
171,10.68
172,10.7
173,10.805
174,11.1
175,11.7
176,12.32
177,12.91
178,12.74
179,12.905
180,12.775
181,13.075
182,13.28
183,13.25
184,13.435
185,13.54
186,13.015
187,12.995
188,13.335
189,13.14
190,12.435
191,12.27
192,12.095
193,12.01
194,11.89
195,12.075
196,12.1
197,12.26
198,13.375
199,14.54
200,12.035
201,12.095
202,12.28
203,14.655
204,14.44
205,15.085
206,15.275
207,15.215
208,15.155
209,14.93
210,14.865
211,14.56
212,14.33
213,14.37
214,13.945
215,13.505
216,13.5
217,13.35
218,13.36
219,13.52
220,13.555
221,13.615
222,14.635
223,17.365
224,19.025
225,17.285
226,16.645
227,16.035
228,15.96
229,16.38
230,16.84
231,16.855
232,16.505
233,16.405
234,15.465
235,16.04
236,15.71
237,15.81
238,15.415
239,15.105
240,15.02
241,14.87
242,14.925
243,14.91
244,14.96
245,15.105
246,15.995
247,18.71
248,20.265
249,18.775
250,17.405
251,17.615
252,17.4
253,17.995
254,18.03
255,18.125
256,17.985
257,17.8
258,17.65
259,17.36
260,17.345
261,17.435
262,17.0
263,16.555
264,16.405
265,16.34
266,16.275
267,16.36
268,16.4
269,16.6
270,17.435
271,20.085
272,21.845
273,20.485
274,19.4
275,19.005
276,18.905
277,19.115
278,19.365
279,19.57
280,19.765
281,19.395
282,19.1
283,18.82
284,18.77
285,18.86
286,18.38
287,18.035
288,17.87
289,17.87
290,17.73
291,17.83
292,17.88
293,17.98
294,18.935
295,21.62
296,23.275
297,21.4
298,20.87
299,20.71
300,18.855
301,18.095
302,18.155
303,19.735
304,20.46
305,20.635
306,20.27
307,20.22
308,20.315
309,20.58
310,20.2
311,19.64
312,19.55
313,19.31
314,19.32
315,19.32
316,19.37
317,19.465
318,19.945
319,20.85
320,21.96
321,21.795
322,21.405
323,21.515
324,21.91
325,21.86
326,21.52
327,22.0
328,21.78
329,22.285
330,21.815
331,21.615
332,21.67
333,21.99
334,21.47
335,21.215
336,20.87
337,20.74
338,20.695
339,20.785
340,20.795
341,20.85
342,21.15
343,21.985
344,22.85
345,23.015
346,22.685
347,22.875
348,22.98
349,23.07
350,23.12
351,23.355
352,23.145
353,23.655
354,23.195
355,23.02
356,23.47
357,23.26
358,22.955
359,22.385
360,22.135
361,21.99
362,22.06
363,22.1
364,22.195
365,22.355
366,23.33
367,26.13
368,27.98
369,25.745
370,25.02
371,24.945
372,24.7
373,24.84
374,25.09
375,25.31
376,25.325
377,24.95
378,24.725
379,24.555
380,24.475
381,24.44
382,24.08
383,23.755
384,23.485
385,23.5
386,23.535
387,23.615
388,23.595
389,23.765
390,24.59
391,27.485
392,28.92
393,27.2
394,26.675
395,26.36
396,26.17
397,26.4
398,26.685
399,26.955
400,26.75
401,26.565
402,26.345
403,25.97
404,25.915
405,25.995
406,25.435
407,25.145
408,25.155
409,24.935
410,24.965
411,24.98
412,25.125
413,25.225
414,26.005
415,28.865
416,30.68
417,28.245
418,28.075
419,27.82
420,27.49
421,28.02
422,28.275
423,28.15
424,28.24
425,27.98
426,27.825
427,27.395
428,27.36
429,27.48
430,27.005
431,26.615
432,26.555
433,26.355
434,26.375
435,26.455
436,26.49
437,26.635
438,27.425
439,30.1
440,32.09
441,29.985
442,29.71
443,29.115
444,28.84
445,29.345
446,29.595
447,29.7
448,27.03
449,26.975
450,27.035
451,27.095
452,27.155
453,27.215
454,27.275
455,27.335
456,27.71
457,27.455
458,27.515
459,27.575
460,27.635
461,27.695
462,27.755
463,27.815
464,27.875
465,27.935
466,27.995
467,28.055
468,28.115
469,28.175
470,28.235
471,28.295
472,28.355
473,28.415
474,28.475
475,28.535
476,28.595
477,28.655
478,28.715
479,28.775
480,29.475
481,29.45
482,29.315
483,29.35
484,29.4
485,29.53
486,29.9
487,30.985
488,31.905
489,31.54
490,31.615
491,31.3
492,31.43
493,32.075
494,31.83
495,31.655
496,31.95
497,31.815
498,31.52
499,31.695
500,32.02
501,32.11
502,31.735
503,31.36
504,31.04
505,30.75
506,30.78
507,30.88
508,30.89
509,30.935
510,31.09
511,31.825
512,32.62
513,33.115
514,32.72
515,33.365
516,33.065
517,33.39
518,33.01
519,33.54
520,33.615
521,33.545
522,33.4
523,33.115
524,33.465
525,33.335
526,32.755
527,32.365
528,32.24
529,32.115
530,32.145
531,32.255
532,32.28
533,32.47
534,33.345
535,35.895
536,38.02
537,35.865
538,35.12
539,34.87
540,34.755
541,34.97
542,35.26
543,35.475
544,35.125
545,35.045
546,34.925
547,34.75
548,34.81
549,34.545
550,34.1
551,33.725
552,33.675
553,33.565
554,33.655
555,33.66
556,33.72
557,33.8
558,34.615
559,37.725
560,39.52
561,37.315
562,36.705
563,36.425
564,36.265
565,36.535
566,36.87
567,36.76
568,36.795
569,36.645
570,36.295
571,36.37
572,35.935
573,36.0
574,34.97
575,34.535
576,34.595
577,34.655
578,34.715
579,34.775
580,34.835
581,34.895
582,34.955
583,35.77
584,40.34
585,38.65
586,37.935
587,37.46
588,37.52
589,38.05
590,38.325
591,38.425
592,38.255
593,37.9
594,35.675
595,35.735
596,35.795
597,35.855
598,35.915
599,35.975
600,36.035
601,36.095
602,36.155
603,36.215
604,36.275
605,36.335
606,36.395
607,36.455
608,36.515
609,36.575
610,36.635
611,36.695
612,36.755
613,36.815
614,37.145
615,36.935
616,36.995
617,37.055
618,37.115
619,37.175
620,37.235
621,37.295
622,37.355
623,37.415
624,37.475
625,37.535
626,37.595
627,37.655
628,37.715
629,37.775
630,37.835
631,37.895
632,37.955
633,38.015
634,38.075
635,38.135
636,38.195
637,38.255
638,38.315
639,38.375
640,38.435
641,39.275
642,40.43
643,40.445
644,40.525
645,40.495
646,40.145
647,39.71
648,39.545
649,39.385
650,39.47
651,39.485
652,39.485
653,39.585
654,39.87
655,40.815
656,42.16
657,41.825
658,41.785
659,41.795
660,41.805
661,42.16
662,42.09
663,42.26
664,42.225
665,42.48
666,41.79
667,41.69
668,41.965
669,41.94
670,41.455
671,41.23
672,41.12
673,40.89
674,40.835
675,40.925
676,40.85
677,41.015
678,41.13
679,41.75
680,42.085
681,42.66
682,42.715
683,42.755
684,42.73
685,43.095
686,43.025
687,43.145
688,43.215
689,43.055
690,43.015
691,43.005
692,43.175
693,43.04
694,42.525
695,42.265
696,42.175
697,42.19
698,42.235
699,42.26
700,42.335
701,42.46
702,43.28
703,45.83
704,47.405
705,45.775
706,44.96
707,44.645
708,44.505
709,44.93
710,45.115
711,45.055
712,45.195
713,44.73
714,44.75
715,44.38
716,44.465
717,44.335
718,44.035
719,43.815
720,43.67
721,43.575
722,43.615
723,43.69
724,43.715
725,43.825
726,44.52
727,47.21
728,48.66
729,46.815
730,46.475
731,46.165
732,45.935
733,46.4
734,46.44
735,46.51
736,46.5
737,46.42
738,46.145
739,45.895
740,45.745
741,46.075
742,45.645
743,45.295
744,45.13
745,45.05
746,45.075
747,45.15
748,45.16
749,45.315
750,45.855
751,48.355
752,49.92
753,48.2
754,48.01
755,47.74
756,47.455
757,47.77
758,47.945
759,48.065
760,47.775
761,47.61
762,47.43
763,47.425
764,47.19
765,47.11
766,47.045
767,46.685
768,46.54
769,46.45
770,46.48
771,46.565
772,46.65
773,46.73
774,47.34
775,49.655
776,51.605
777,48.695
778,49.47
779,49.17
780,48.49
781,48.915
782,49.62
783,49.65
784,49.32
785,49.265
786,48.925
787,48.925
788,48.88
789,48.76
790,48.425
791,48.18
792,47.985
793,47.935
794,47.91
795,48.055
796,48.03
797,48.1
798,48.9
799,51.26
800,53.07
801,51.225
802,50.54
803,50.3
804,50.235
805,50.5
806,50.84
807,50.8
808,50.605
809,50.565
810,50.29
811,50.32
812,50.375
813,50.5
814,50.125
815,49.84
816,49.61
817,49.49
818,49.435
819,49.515
820,49.57
821,49.575
822,49.805
823,50.695
824,51.655
825,51.66
826,51.57
827,51.545
828,51.525
829,51.815
830,51.78
