Num,Value
0,0.67
1,0.55
2,0.52
3,0.47
4,0.77
5,1.095
6,2.745
7,4.32
8,5.465
9,6.3
10,5.71
11,4.895
12,5.16
13,6.225
14,5.67
15,5.755
16,6.19
17,6.33
18,4.78
19,4.195
20,3.685
21,3.25
22,2.595
23,2.47
24,2.03
25,1.99
26,1.935
27,1.985
28,2.255
29,2.445
30,4.045
31,6.015
32,6.795
33,7.455
34,7.1
35,6.135
36,6.585
37,7.6
38,7.32
39,6.775
40,7.655
41,8.48
42,6.315
43,5.82
44,5.175
45,4.605
46,4.095
47,3.77
48,3.45
49,3.3
50,3.34
51,3.395
52,3.71
53,4.09
54,5.935
55,8.135
56,9.025
57,9.685
58,8.655
59,7.91
60,8.795
61,9.565
62,9.265
63,9.495
64,10.115
65,11.215
66,8.035
67,7.295
68,6.595
69,6.055
70,5.55
71,5.255
72,4.97
73,4.87
74,4.745
75,4.94
76,5.12
77,5.5
78,7.635
79,10.075
80,11.04
81,11.22
82,10.28
83,9.715
84,10.775
85,11.255
86,11.38
87,11.8
88,11.605
89,12.76
90,10.32
91,8.995
92,8.27
93,7.395
94,6.73
95,6.515
96,6.315
97,6.14
98,6.18
99,6.265
100,6.59
101,7.065
102,10.665
103,13.185
104,12.11
105,12.725
106,11.55
107,10.99
108,11.845
109,12.72
110,12.48
111,12.78
112,13.645
113,16.085
114,12.555
115,9.835
116,9.355
117,9.015
118,8.175
119,7.85
120,7.705
121,7.61
122,7.675
123,7.685
124,8.01
125,8.54
126,12.285
127,15.545
128,14.16
129,14.455
130,13.395
131,12.705
132,13.44
133,14.66
134,14.295
135,14.845
136,15.295
137,17.605
138,14.245
139,11.39
140,10.88
141,10.21
142,9.765
143,9.38
144,9.27
145,9.1
146,9.145
147,9.25
148,9.52
149,10.0
150,13.07
151,17.25
152,16.03
153,15.385
154,14.855
155,14.135
156,15.375
157,15.855
158,16.305
159,16.62
160,17.75
161,19.885
162,16.455
163,13.555
164,12.86
165,12.05
166,11.425
167,11.075
168,10.785
169,10.59
170,10.565
171,10.675
172,10.91
173,11.385
174,13.105
175,15.625
176,16.925
177,17.045
178,16.12
179,15.485
180,15.89
181,16.81
182,16.75
183,16.71
184,17.655
185,17.87
186,15.59
187,15.2
188,14.125
189,13.295
190,12.675
191,12.255
192,12.1
193,11.965
194,11.985
195,12.115
196,12.36
197,12.9
198,17.865
199,20.445
200,18.58
201,18.755
202,17.59
203,17.005
204,17.875
205,18.975
206,18.74
207,18.785
208,19.78
209,21.475
210,18.955
211,15.7
212,15.325
213,14.645
214,14.13
215,13.745
216,13.475
217,13.35
218,13.44
219,13.53
220,13.86
221,14.33
222,18.35
223,20.91
224,19.545
225,20.37
226,19.35
227,18.33
228,18.965
229,20.12
230,20.31
231,20.52
232,21.76
233,23.495
234,19.815
235,17.295
236,16.69
237,16.065
238,15.605
239,15.23
240,14.93
241,14.92
242,14.925
243,15.025
244,15.29
245,15.695
246,19.755
247,22.285
248,21.25
249,21.315
250,21.895
251,20.03
252,20.58
253,21.77
254,21.44
255,22.04
256,22.91
257,24.795
258,21.365
259,18.8
260,18.025
261,17.49
262,17.13
263,16.53
264,16.35
265,16.315
266,16.295
267,16.375
268,16.685
269,17.18
270,21.075
271,23.97
272,23.005
273,23.08
274,21.845
275,21.37
276,22.345
277,22.925
278,22.87
279,23.61
280,24.575
281,26.525
282,22.48
283,20.24
284,19.485
285,19.045
286,18.515
287,18.135
288,17.975
289,17.81
290,17.84
291,17.95
292,18.38
293,18.57
294,22.345
295,25.75
296,24.14
297,24.745
298,23.675
299,23.22
300,23.94
301,24.995
302,24.895
303,26.31
304,26.235
305,27.82
306,24.78
307,22.03
308,21.22
309,20.885
310,20.19
311,19.62
312,19.585
313,19.305
314,19.255
315,19.425
316,19.71
317,20.255
318,22.42
319,25.715
320,26.34
321,25.925
322,25.165
323,24.655
324,24.835
325,25.945
326,25.64
327,26.045
328,26.915
329,28.46
330,24.795
331,22.975
332,23.075
333,22.135
334,21.83
335,21.135
336,20.97
337,20.67
338,20.805
339,20.82
340,20.925
341,21.29
342,23.615
343,26.03
344,26.93
345,27.22
346,26.795
347,25.25
348,26.1
349,26.905
350,27.465
351,27.43
352,27.92
353,27.96
354,26.225
355,25.545
356,25.74
357,23.7
358,23.085
359,22.355
360,22.21
361,22.125
362,22.045
363,22.215
364,22.485
365,22.94
366,27.805
367,30.28
368,28.195
369,28.96
370,27.9
371,27.16
372,28.175
373,28.7
374,28.85
375,29.26
376,30.25
377,31.965
378,28.62
379,26.1
380,25.24
381,24.835
382,24.335
383,23.89
384,23.545
385,23.545
386,23.48
387,23.665
388,23.88
389,24.33
390,28.255
391,31.22
392,29.915
393,30.225
394,29.335
395,28.82
396,29.38
397,30.845
398,29.995
399,30.595
400,31.665
401,33.44
402,30.275
403,27.45
404,26.78
405,26.51
406,25.82
407,25.325
408,25.215
409,24.995
410,24.95
411,25.07
412,25.36
413,25.7
414,29.83
415,32.535
416,31.31
417,31.965
418,30.71
419,30.0
420,31.21
421,31.8
422,31.335
423,32.205
424,32.79
425,34.655
426,31.22
427,28.885
428,28.485
429,27.59
430,27.145
431,26.67
432,26.495
433,26.32
434,26.41
435,26.43
436,26.83
437,27.13
438,31.14
439,34.4
440,32.765
441,33.21
442,31.86
443,31.36
444,32.735
445,32.885
446,32.85
447,33.255
448,27.11
449,26.975
450,27.035
451,27.095
452,27.155
453,27.215
454,27.275
455,27.335
456,27.775
457,27.455
458,27.515
459,27.575
460,27.635
461,27.695
462,27.755
463,27.815
464,27.875
465,27.935
466,27.995
467,28.055
468,28.115
469,28.175
470,28.235
471,28.295
472,28.355
473,28.415
474,28.475
475,28.535
476,28.595
477,28.655
478,28.715
479,28.775
480,29.515
481,29.335
482,29.42
483,29.415
484,29.68
485,30.24
486,32.425
487,35.47
488,36.77
489,36.08
490,35.265
491,34.505
492,35.31
493,36.14
494,35.92
495,36.485
496,37.1
497,38.255
498,34.755
499,33.97
500,33.215
501,32.345
502,31.695
503,31.085
504,31.03
505,30.84
506,30.745
507,30.835
508,31.12
509,31.52
510,33.28
511,36.505
512,37.075
513,37.4
514,36.365
515,35.95
516,36.42
517,37.725
518,37.095
519,37.07
520,37.275
521,37.47
522,36.175
523,35.31
524,34.725
525,33.6
526,32.945
527,32.49
528,32.24
529,32.13
530,32.185
531,32.125
532,32.46
533,33.28
534,37.66
535,40.17
536,38.645
537,38.97
538,37.86
539,37.2
540,38.115
541,39.285
542,38.6
543,39.48
544,40.68
545,42.22
546,38.695
547,35.95
548,35.64
549,34.8
550,34.34
551,33.92
552,33.795
553,33.52
554,33.49
555,33.605
556,33.915
557,34.55
558,37.99
559,41.45
560,39.78
561,40.755
562,39.405
563,38.585
564,39.485
565,40.655
566,40.635
567,40.91
568,41.545
569,43.83
570,39.63
571,37.185
572,36.815
573,36.495
574,35.61
575,35.38
576,35.11
577,35.07
578,35.075
579,35.24
580,35.5
581,35.795
582,39.98
583,42.62
584,41.63
585,42.025
586,40.615
587,40.285
588,41.37
589,42.135
590,42.38
591,42.73
592,43.255
593,44.89
594,41.355
595,38.98
596,38.415
597,37.725
598,37.19
599,36.74
600,36.705
601,36.495
602,36.395
603,36.61
604,36.86
605,37.22
606,41.075
607,44.055
608,42.645
609,43.455
610,42.415
611,41.74
612,43.07
613,43.285
614,42.915
615,43.49
616,44.72
617,46.145
618,42.68
619,40.115
620,39.37
621,39.1
622,38.445
623,38.085
624,37.975
625,37.825
626,37.82
627,38.01
628,38.25
629,38.695
630,42.4
631,45.495
632,44.08
633,44.825
634,43.7
635,43.245
636,44.37
637,45.185
638,45.205
639,46.225
640,46.28
641,47.54
642,45.07
643,42.225
644,41.58
645,40.945
646,40.1
647,39.845
648,39.535
649,39.365
650,39.31
651,39.49
