Num,Value
0,0.59
1,0.355
2,0.29
3,0.38
4,0.555
5,0.805
6,1.49
7,1.81
8,2.365
9,2.67
10,2.775
11,2.31
12,2.465
13,2.38
14,2.485
15,2.34
16,2.54
17,2.25
18,2.065
19,2.075
20,2.18
21,2.085
22,1.86
23,1.86
24,1.82
25,1.79
26,1.75
27,1.84
28,2.005
29,2.105
30,2.855
31,3.19
32,3.54
33,3.89
34,4.085
35,3.775
36,3.765
37,3.905
38,3.985
39,2.46
40,2.435
41,2.495
42,2.555
43,2.615
44,2.675
45,2.735
46,2.795
47,2.855
48,2.915
49,2.975
50,3.035
51,3.095
52,3.155
53,3.215
54,3.275
55,3.335
56,3.395
57,3.455
58,3.515
59,3.575
60,3.635
61,5.315
62,5.495
63,5.325
64,5.175
65,5.19
66,5.145
67,5.215
68,5.21
69,5.095
70,4.815
71,4.77
72,4.785
73,4.695
74,4.67
75,4.72
76,4.9
77,5.055
78,5.7
79,6.19
80,6.65
81,7.04
82,7.425
83,7.205
84,7.295
85,7.28
86,7.11
87,6.955
88,6.735
89,6.995
90,6.805
91,6.71
92,6.715
93,6.475
94,6.3
95,6.155
96,6.24
97,6.12
98,6.065
99,6.125
100,6.295
101,6.475
102,7.755
103,8.555
104,8.165
105,8.42
106,8.38
107,8.34
108,8.525
109,8.72
110,8.755
111,8.885
112,9.095
113,10.08
114,9.215
115,8.37
116,8.4
117,8.47
118,7.905
119,7.74
120,7.68
121,7.555
122,7.54
123,7.595
124,7.75
125,7.935
126,9.1
127,9.975
128,9.885
129,10.37
130,10.11
131,9.905
132,10.215
133,10.435
134,10.54
135,10.725
136,10.695
137,11.82
138,11.07
139,10.075
140,9.965
141,9.75
142,9.52
143,9.175
144,9.17
145,9.035
146,8.995
147,8.995
148,9.285
149,9.44
150,10.49
151,11.47
152,11.275
153,11.26
154,11.705
155,11.48
156,11.72
157,11.655
158,12.135
159,12.02
160,12.135
161,13.07
162,12.24
163,11.46
164,11.445
165,11.415
166,11.04
167,10.895
168,10.615
169,10.635
170,10.44
171,10.485
172,10.62
173,10.89
174,11.45
175,12.105
176,12.51
177,12.85
178,13.015
179,12.25
180,12.655
181,13.235
182,13.25
183,12.975
184,12.85
185,12.735
186,12.6
187,12.72
188,12.69
189,12.33
190,12.175
191,12.05
192,12.01
193,11.895
194,11.825
195,11.9
196,12.155
197,12.39
198,13.905
199,13.7
200,12.035
201,12.095
202,12.165
203,13.59
204,14.03
205,14.625
206,14.925
207,14.835
208,15.15
209,16.315
210,15.155
211,14.445
212,14.25
213,14.215
214,13.73
215,13.56
216,13.475
217,13.29
218,13.21
219,13.32
220,13.56
221,13.8
222,14.99
223,15.825
224,15.36
225,16.035
226,15.98
227,15.215
228,15.66
229,16.37
230,16.2
231,16.47
232,16.57
233,17.37
234,16.75
235,15.8
236,15.85
237,15.755
238,15.205
239,15.0
240,14.645
241,14.495
242,14.58
243,14.62
244,14.99
245,15.225
246,16.4
247,17.48
248,16.93
249,17.525
250,16.61
251,17.27
252,17.03
253,17.87
254,17.705
255,18.11
256,18.13
257,18.78
258,18.205
259,17.4
260,17.115
261,16.89
262,16.735
263,16.415
264,16.31
265,16.26
266,16.17
267,16.25
268,16.46
